symptom_text,disease
Suffering from chronic fatigue syndrome fatigued all time for the past few days,Chronic Fatigue Syndrome
Recently developed shortness of breath at night,Asthma
increased appetite with fatigue for the past few days,Diabetes
blisters all over body,Chickenpox
acute gout flare big toe for the past few days,Gout
Feeling lower right belly painful that started near belly button for the last couple of days,Appendicitis
fever with itchy spots,Chickenpox
wheezing with chest hurt since yesterday,Asthma
headache from sinus pressure,Sinusitis
abdominal pain with diarrhea for past few days,Gastroenteritis
I've been having shortness of breath and fever,Pneumonia
Started experiencing Suffering from high temperature with skin skin irritation that began suddenly,Chickenpox
Suffering from weight loss with increased appetite,Hyperthyroidism
high fever with cough,Pneumonia
Feeling allergic reaction to food medication,Allergic Reaction
Having issues with headache with visual disturbances,Migraine
Having issues with persistent cough with weight loss,Tuberculosis
fatigue with joint discomfort swelling and it's getting worse,Rheumatoid Arthritis
nasal congestion and headache,Common Cold
chronic digestive issues gluten,Celiac Disease
I've been having burning discomfort below breastbone,Peptic Ulcer
I have tender abdomen right side can't stand straight for a while,Appendicitis
Recently developed pain on one side of head,Migraine
bacterial tonsillitis acute hurt since yesterday,Tonsillitis
I'm experiencing anxiety with weight loss that started today,Hyperthyroidism
Started experiencing speech difficulty slurred words confused,Stroke
pain so bad can't touch joint,Gout
I've been having high fever with rash,Measles
I have headache with sick,Migraine
Experiencing fever with constipation,Typhoid
sudden chest pain sweating feeling doom,Heart Attack
Feeling confusion with signs of infection,Sepsis
face swelling hard to breathing hives that won't go away,Anaphylaxis
Suffering from anaphylaxis symptoms neck swelling breath trouble since this morning,Anaphylaxis
Started experiencing sick to stomach and stomach upset,Gastroenteritis
breathing difficulty with cough,Pneumonia
I'm experiencing itchy red skin irritation,Chickenpox
can't move right side of body suddenly,Stroke
"Recently developed can't eat, stomach hurts badly on right side",Appendicitis
chest soreness or discomfort with exertion for a while now,Angina
red itchy welts on skin,Allergic Reaction
Feeling Experiencing burning up and extreme fatigue for the last couple of days,Influenza
tender points neck shoulders back for the past few days,Fibromyalgia
shortness of breath and cough,Bronchitis
Feeling chest congestion,Bronchitis
irritable bowel abdominal pain,Irritable Bowel Syndrome
Suffering from Having frequent hunger with weight loss that started today,Diabetes
chronic fatigue unable to function,Chronic Fatigue Syndrome
weight gain with tiredness,Hypothyroidism
Having issues with clammy or sweaty skin with chills,Sepsis
persistent cough,Asthma
stomach cramps and burning up since yesterday,Gastroenteritis
Been dealing with hives all over body itching swelling,Anaphylaxis
I've been having high fever with chills,Malaria
bilateral joint pain hands wrists,Rheumatoid Arthritis
Having issues with prolonged burning up,Typhoid
kidney stone attack pain nausea vomiting,Kidney Stones
right upper quadrant pain with indigestion,Gallstones
shivering and high fever,Malaria
severe headache and fever,Dengue
cold sensitivity for past few days,Hypothyroidism
frequent urination,Diabetes
breathing difficulty with cough since yesterday,Pneumonia
chronic sinusitis facial hurt that won't go away,Sinusitis
Feeling nauseous with stomach discomfort,Peptic Ulcer
I have persistent cough with nasal discharge for the past few days,Common Cold
I have abdominal discomfort with diarrhea for past few days,Gastroenteritis
extreme pain or discomfort,Sepsis
fever with night sweats,Tuberculosis
fever chills and weakness,Influenza
sour taste in mouth regurgitation for a while now,GERD
I've been having pain in multiple joints since yesterday,Arthritis
joint pain swelling redness warmth,Gout
I've been having itchy red spots hives after exposure,Allergic Reaction
chronic inflammation joints morning stiffness that won't go away,Rheumatoid Arthritis
Suffering from irritable bowel abdominal pain,Irritable Bowel Syndrome
increased heart rate that won't go away,Hyperthyroidism
Recently developed anaphylaxis symptoms throat swelling respiration trouble,Anaphylaxis
chest discomfort improves with nitroglycerin,Angina
Recently developed fever with cough and rash,Measles
Suffering from upper abdomen pain that lasts for hours,Gallstones
fatigue and weight gain and it's getting worse,Hypothyroidism
articulation pain with high temperature that won't go away,Dengue
Having issues with intense head ache and fever,Dengue
tight band around chest when walking,Angina
rapid heartbeat and it's getting worse,Hyperthyroidism
intestinal damage from gluten,Celiac Disease
sinusitis symptoms congestion pressure,Sinusitis
chest ache when breathing since yesterday,Pneumonia
sudden severe pain below breastbone,Gallstones
I'm experiencing Feeling wheezing with cough,Bronchitis
Recently developed blurred vision and thirst,Diabetes
Feeling high fever with body ache and it's getting worse,Influenza
breathing difficulty and fever,COVID-19
chronic pain syndrome widespread,Fibromyalgia
chest tightness and hacking cough that won't go away,Asthma
Recently developed bad throbbing headache,Migraine
Having issues with sudden drop in blood pressure dizziness,Anaphylaxis
abdominal pain with fever,Typhoid
Suffering from joint swelling and pain and it's getting worse,Arthritis
I've been having body pain with fever,Dengue
Started experiencing enlarged red hot joint overnight for a while,Gout
Started experiencing wheezing with dry cough,Bronchitis
high fever with rash,Measles
shortness of breath for past few days,Hypertension
Recently developed dry cough with high temperature,COVID-19
joint pain and headache,Dengue
Suffering from gluten triggers digestive symptoms,Celiac Disease
I have high fever with eye discomfort for past few days,Dengue
pain in chest spreading to left arm,Heart Attack
chest tightness,Asthma
I've been having joint stiffness in morning,Arthritis
I've been having nausea with chest pressure and anxiety,Heart Attack
sneezing and watery eyes,Common Cold
Suffering from joint pain and headache,Dengue
upper body soreness radiating down left arm that won't go away,Heart Attack
Suffering from gastric ulcer gnawing pain for several days,Peptic Ulcer
I'm experiencing chronic exhaustion lasting months,Chronic Fatigue Syndrome
I have feverish with bumps for a while now,Dengue
abdominal discomfort worse with coughing or walking that won't go away,Appendicitis
I have nosebleeds with headache,Hypertension
breathlessness with cough,Asthma
Been dealing with chronic cough from acid reflux,GERD
nervousness and anxiety that won't go away,Hyperthyroidism
wheezing and cough,Asthma
swollen tender warm joints both hands,Rheumatoid Arthritis
Suffering from fragile bones frequent fractures,Osteoporosis
chronic heartburn several times week,GERD
I've been having bone fracture easier than expected since yesterday,Osteoporosis
dizziness and headache for past few days,Hypertension
I've been having head hurts and weakness,Typhoid
abdominal pain frequent bowel movements or constipation for a while now,Irritable Bowel Syndrome
Started experiencing congestion with mild headache recently,Common Cold
I've been having Having nasal congestion and headache,Common Cold
Recently developed pulsating headache,Migraine
"can't eat, stomach hurts badly on right side",Appendicitis
Started experiencing pain between shoulder blades after meals,Gallstones
I've been having breastbone area discomfort improves with nitroglycerin,Angina
Having issues with problems breathing that began suddenly,Hypertension
difficulty swallowing with heartburn,GERD
Been dealing with GERD symptoms heartburn acid reflux,GERD
Started experiencing fever with night sweats,Tuberculosis
allergic response hives itching swelling,Allergic Reaction
sudden onset joint pain at night,Gout
extreme fatigue not relieved by rest,Chronic Fatigue Syndrome
I've been having Suffering from fever with breastbone area discomfort,Pneumonia
Started experiencing tonsillitis symptoms throat discomfort feverish,Tonsillitis
Recently developed Having feeling sick and gut upset,Gastroenteritis
Suffering from articulation pain with high temperature,Dengue
Having difficulty breathing and cough,Pneumonia
nasal congestion and head ache and it's getting worse for the past few days,Common Cold
shortness of breath with or without chest pain for the past few days,Heart Attack
Having issues with Having dry skin and hair loss for the last couple of days,Hypothyroidism
I have constant thirst for a while now,Diabetes
sinus infection pain green mucus,Sinusitis
burning up with body ache for the past few days,Malaria
Suffering from articulation hurt worse end of day,Osteoarthritis
Having issues with exercise makes fatigue much worse,Chronic Fatigue Syndrome
shortness of breath at night since yesterday since yesterday,Asthma
sharp stabbing pain right lower belly,Appendicitis
sudden onset joints pain at night that won't go away,Gout
chest pain radiating down left arm for the past few days,Heart Attack
I'm experiencing Recently developed high burning up with chills,Malaria
confusion with signs of infection,Sepsis
chronic sinusitis facial pain,Sinusitis
stuffy nose and sore throat for the past few days,Common Cold
I have runny nose and sneezing,Common Cold
Feeling shortness of breath with chest tightness for a while,Angina
Started experiencing hurt started around belly button moved to right,Appendicitis
hurt between shoulder blades after meals and it's getting worse,Gallstones
Started experiencing acute pain lower right quadrant with high temperature for over a week,Appendicitis
frequent urge to urinate since yesterday for a while now,Urinary Tract Infection
fever chills and nausea for the past few days,Malaria
celiac disease gluten intolerance since yesterday,Celiac Disease
Started experiencing bowel habits changed discomfort cramping,Irritable Bowel Syndrome
Having issues with burning up with dry cough for several days,COVID-19
pressing on right abdomen causes acute discomfort and it's getting worse,Appendicitis
upper abdominal pain relieved by eating,Peptic Ulcer
Recently developed painful swallowing with fever,Tonsillitis
severe abdominal pain with nausea and vomiting,Appendicitis
Having weakness and pallor,Anemia
lower abdominal pain,Urinary Tract Infection
back pain between shoulders with nausea,Gallstones
Been dealing with unrefreshing sleep still tired,Chronic Fatigue Syndrome
nausea and stomach upset,Gastroenteritis
easily fractured bones osteoporosis and it's getting worse,Osteoporosis
worst headache of my life sudden onset,Stroke
symmetrical joint pain both sides,Rheumatoid Arthritis
Recently developed stable angina pain predictable pattern,Angina
sinus pain worse bending forward,Sinusitis
headache with sensitivity to light for past few days,Migraine
I have I have nosebleeds with headache,Hypertension
vertebral compression fracture pain,Osteoporosis
high fever lasting days,Typhoid
muscle pain stiffness fatigue,Fibromyalgia
I've been having frequent bowel movements and vomiting,Gastroenteritis
Suffering from persistent cough lasting weeks since yesterday,Tuberculosis
weight loss with increased appetite,Hyperthyroidism
Recently developed fatigue and weight gain since yesterday,Hypothyroidism
high fever with sensitivity to light,Meningitis
hives breaking out after eating,Allergic Reaction
Having issues with chills with headache for past few days,Malaria
Been dealing with Recently developed chills with muscle ache,Influenza
Recently developed headache from sinus pressure,Sinusitis
pelvic pain since yesterday,Urinary Tract Infection
can't get comfortable pain in kidney region,Kidney Stones
Having issues with nausea vomiting with breathing difficulty,Anaphylaxis
diarrhea alternating with constipation,Irritable Bowel Syndrome
Started experiencing chest pain lasting more than few minutes,Heart Attack
burning stomach pain between meals,Peptic Ulcer
I've been having shortness of breath and fever,Pneumonia
I've been having pain so bad can't touch joint,Gout
muscle pain stiffness fatigue for the past few days,Fibromyalgia
Having issues with wheezing and cough,Asthma
Having issues with chest tightness,Asthma
Having issues with celiac symptoms diarrhea bloating,Celiac Disease
Suffering from diarrhea and puking since yesterday,Gastroenteritis
chronic digestive issues gluten and it's getting worse,Celiac Disease
Been dealing with extreme reaction to food medication insect for a while,Anaphylaxis
Experiencing sore throat with cough and it's getting worse that started today,Common Cold
red spots turning to blisters since yesterday and it's getting worse,Chickenpox
diarrhea alternating with constipation since yesterday,Irritable Bowel Syndrome
weight loss and fatigue,Tuberculosis
IBS symptoms pain bloating diarrhea since yesterday,Irritable Bowel Syndrome
Experiencing sore throat with dry cough for a while now,Common Cold
I've been having abdominal pain with diarrhea for past few days,Gastroenteritis
Suffering from fever with skin rash,Chickenpox
Suffering from wear and tear arthritis that started today,Osteoarthritis
sudden pain near navel that moves to lower right that won't go away,Appendicitis
Started experiencing IBS symptoms cramping diarrhea,Irritable Bowel Syndrome
I have pressure or squeezing in chest during activity that started today,Angina
mild burning up with runny nose for past few days that won't go away,Common Cold
night sweats and fever,Tuberculosis
I'm experiencing gastroesophageal reflux burning chest since yesterday,GERD
coughing up blood since yesterday and it's getting worse,Tuberculosis
high temperature lasting days that won't go away,Typhoid
Feeling mucus in stool with cramping since this morning,Irritable Bowel Syndrome
I'm experiencing nausea with loose motions,Gastroenteritis
Having loose stools and fever,Gastroenteritis
abdominal pain with bowel changes and it's getting worse for over a week,Irritable Bowel Syndrome
Having constipation and fatigue that won't go away for several days,Hypothyroidism
rheumatoid nodules with joint painful for a while now,Rheumatoid Arthritis
Feeling queasy and vomiting with right side pain,Gallstones
nausea with loose motions,Gastroenteritis
severe exhaustion difficulty concentrating,Chronic Fatigue Syndrome
drooping face weak arm slurred speech,Stroke
stable angina pain predictable pattern,Angina
I have high fever with rash that won't go away,Measles
severe body ache and fever,Dengue
Suffering from tender points painful to touch for several days,Fibromyalgia
Feeling stomach cramps with gas bloating,Irritable Bowel Syndrome
Suffering from fibromyalgia symptoms pain fatigue,Fibromyalgia
painful in multiple body areas and it's getting worse,Fibromyalgia
Suffering from weight loss with increased appetite since yesterday,Hyperthyroidism
I'm experiencing cough lasting more than 3 weeks,Tuberculosis
Started experiencing sudden numbness on one side of body,Stroke
Been dealing with pale skin for the past few days,Anemia
I have fever with rash,Dengue
I have extreme exhaustion lasting over 6 months,Chronic Fatigue Syndrome
Experiencing fever with body ache,Malaria
I've been having lightheaded dizzy with chest discomfort,Heart Attack
severe headache with stiff neck for a while now,Meningitis
I have kidney pain radiating to lower abdomen and groin,Kidney Stones
chronic heartburn several times week that won't go away,GERD
Started experiencing anxiety with weight loss,Hyperthyroidism
sepsis symptoms fever confusion rapid breathing,Sepsis
Been dealing with feeling sick vomit with breathing hard to for the last couple of days,Anaphylaxis
I have high fever with joint pain for several days,Dengue
I have chronic abdominal ache bowel issues,Irritable Bowel Syndrome
severe headache and fever for past few days,Influenza
I've been having fever with digestive issues recently,Typhoid
stiff neck cannot touch chin to chest that won't go away,Meningitis
Been dealing with breathlessness with cough recently,Asthma
Suffering from high fever with joint pain,Dengue
Recently developed upper body tightness with shortness of breath,Heart Attack
Suffering from nauseous with upper body pressure and anxiety,Heart Attack
profound fatigue not explained,Chronic Fatigue Syndrome
Been dealing with intense pain in head one side,Migraine
blocked nose facial tenderness,Sinusitis
I've been having weight gain with tiredness since this morning,Hypothyroidism
Having issues with Experiencing persistent coughing with mucus,Bronchitis
squeezing sensation in center of chest,Heart Attack
I've been having arthritis pain hands knees hips,Osteoarthritis
Been dealing with sweating with fever,Malaria
Been dealing with celiac disease loose stools weight loss since yesterday,Celiac Disease
stomach cramps and fever,Gastroenteritis
Started experiencing headache with sensitivity to light for past few days,Migraine
I have cough with loss of taste since this morning,COVID-19
Recently developed morning stiffness in joints,Arthritis
acute pain lower right quadrant with fever,Appendicitis
Feeling fever with runny nose and rash,Measles
Recently developed bad headache and hot for past few days,Influenza
Started experiencing stomach cramps with sick to stomach since yesterday,Gastroenteritis
Started experiencing pain in multiple joints since yesterday,Arthritis
fragile bones frequent fractures,Osteoporosis
infected tonsils painful swallowing since yesterday,Tonsillitis
I've been having high fever with body ache since this morning,Influenza
Suffering from meningitis symptoms head pain stiff neck fever,Meningitis
I've been having appendicitis symptoms pain nausea high temperature for the last couple of days,Appendicitis
severe pain in back and side below ribs that won't go away for the last couple of days,Kidney Stones
I have weight loss and fatigue,Tuberculosis
tiredness with increased thirst that won't go away,Diabetes
mild swelling with itching,Allergic Reaction
Having issues with joint stiffness in morning,Arthritis
joint deformity with chronic ache for the past few days,Rheumatoid Arthritis
Suffering from mild fever with runny nose for past few days,Common Cold
rash starting on face,Measles
chest pain when breathing,Pneumonia
cloudy urine since yesterday,Urinary Tract Infection
pounding in chest,Hypertension
I've been having productive cough,Bronchitis
I've been having burning while urinating for several days,Urinary Tract Infection
big toe swollen can't wear shoes for a while now,Gout
morning stiffness lasting over 30 minutes,Rheumatoid Arthritis
I'm experiencing acid reflux burning in chest,GERD
thick yellow or green nasal discharge,Sinusitis
upper body tightness with persistent cough for a while now,Bronchitis
stuffy nose and sore throat for a while now,Common Cold
unrefreshing sleep still drained for a while now,Chronic Fatigue Syndrome
Suffering from tender abdomen right side can't stand straight,Appendicitis
Suffering from high temperature with vomiting that began suddenly,Malaria
swollen joints for the past few days,Arthritis
I'm experiencing face arm speech symptoms sudden onset,Stroke
infected tonsils painful swallowing since yesterday,Tonsillitis
I've been having cartilage breakdown articulation pain that began suddenly,Osteoarthritis
Feeling hip pain stiffness after rest,Osteoarthritis
I've been having extreme headache and high temperature for several days,Influenza
persistent productive cough,Bronchitis
sharp pain below right ribcage,Gallstones
Suffering from right upper quadrant soreness with indigestion,Gallstones
gluten sensitivity stomach pain,Celiac Disease
Having issues with rapid breathing over 20 breaths per minute,Sepsis
high fever with headache,Influenza
weight loss with increased appetite for past few days that won't go away,Hyperthyroidism
Feeling high temperature with fatigue recently,Malaria
Started experiencing sinus infection painful green mucus,Sinusitis
GERD symptoms heartburn acid reflux for a while now,GERD
Suffering from pressure in chest when climbing stairs for a while,Angina
Feeling gluten sensitivity tummy ache,Celiac Disease
frequent urge to urinate,Urinary Tract Infection
I've been having knee pain when walking stairs,Osteoarthritis
stomach pain wakes me at night and it's getting worse,Peptic Ulcer
I've been having debilitating fatigue brain fog for the last couple of days,Chronic Fatigue Syndrome
Having issues with sharp pain when urinating blood in pee,Kidney Stones
Having difficulty breathing and it's getting worse for several days,Asthma
wheezing difficulty breathing tight chest for the past few days,Anaphylaxis
high fever with rash and it's getting worse,Measles
Been dealing with weight loss despite eating,Celiac Disease
Feeling mild high temperature with runny nose,Common Cold
chest pain with headache,Hypertension
Been dealing with kidney soreness radiating to lower abdomen and groin,Kidney Stones
Suffering from chronic cough with blood,Tuberculosis
severe pain in back and side below ribs,Kidney Stones
Having nausea and stomach upset,Gastroenteritis
stomach ulcer pain after eating,Peptic Ulcer
coughing up blood,Tuberculosis
shortness of breath,Anemia
coughing up blood since yesterday,Tuberculosis
pain in chest arms neck jaw back,Angina
I have osteoporosis symptoms back pain height loss,Osteoporosis
red spots turning to blisters,Chickenpox
Experiencing loss of taste and smell and it's getting worse,COVID-19
upper body discomfort spreading to shoulders since yesterday,Angina
Started experiencing Recently developed high temperature with dry cough,COVID-19
Having issues with swelling of lips face throat,Allergic Reaction
Started experiencing Having difficulty breathing and dry cough,Pneumonia
Having issues with breastbone area discomfort and cough,Bronchitis
I'm experiencing fever with abdominal hurt recently,Typhoid
Having issues with throbbing soreness with nausea for the past few days,Migraine
frequent urge to urinate since yesterday,Urinary Tract Infection
Feeling night sweats and fever,Tuberculosis
persistent dry cough for a while now,Asthma
Recently developed white spots on tonsils sore pharynx,Tonsillitis
Been dealing with trouble walking dizziness loss of balance,Stroke
Recently developed bacterial tonsillitis severe pain,Tonsillitis
Started experiencing trembling hands,Hyperthyroidism
Having issues with high temperature and fatigue,COVID-19
I've been having pain under right shoulder blade,Gallstones
Recently developed high fever with headache,Influenza
Been dealing with CFS symptoms severe fatigue weakness for a while,Chronic Fatigue Syndrome
rheumatoid arthritis joint inflammation for the past few days,Rheumatoid Arthritis
rheumatoid arthritis joint inflammation,Rheumatoid Arthritis
Recently developed prolonged fever,Typhoid
Been dealing with weakness and dizziness,Anemia
Experiencing periodic fever attacks,Malaria
I'm experiencing strong urge to urinate for over a week,Urinary Tract Infection
Having issues with white spots on tonsils sore throat that started today,Tonsillitis
Suffering from muscular weakness and fatigue,Hypothyroidism
uric acid buildup joint pain,Gout
wheezing and cough for past few days,Asthma
fever and red skin rash,Measles
decreased urine output with infection,Sepsis
cold sweat with severe thorax painful and it's getting worse for a while,Heart Attack
I've been having spastic colon abdominal cramping,Irritable Bowel Syndrome
shortness of breath at night since yesterday,Asthma
I've been having spinal compression fractures pain,Osteoporosis
exhaustion worsens with activity and it's getting worse for several days,Chronic Fatigue Syndrome
Started experiencing wheezing after exertion,Asthma
angina attack during physical activity for the past few days,Angina
frequent urination with pain for the past few days,Urinary Tract Infection
I'm experiencing nasal congestion and headache,Common Cold
Started experiencing upper abdomen burning pain for a while,Peptic Ulcer
Started experiencing seizures with high fever and head hurts,Meningitis
chest pain relieved by rest for the past few days,Angina
gastric ulcer gnawing pain,Peptic Ulcer
cloudy urine with bad smell and pain that won't go away,Kidney Stones
headache with visual disturbances,Migraine
Been dealing with lightheaded and fatigue for past few days,Anemia
Recently developed abdominal pain with bowel changes,Irritable Bowel Syndrome
I'm experiencing Feeling pain in head and weakness,Typhoid
Been dealing with joint swelling and painful,Arthritis
white spots on tonsils sore throat,Tonsillitis
bowel habits changed ache cramping since yesterday,Irritable Bowel Syndrome
Feeling coughing up blood,Tuberculosis
stuffy nose and sore throat,Common Cold
rheumatoid nodules with joint pain,Rheumatoid Arthritis
rash with fever for a while now,Chickenpox
Started experiencing I have weight loss and fatigue,Tuberculosis
chills with headache for past few days that won't go away,Malaria
abdominal bloating with gluten since yesterday,Celiac Disease
shortness of breath at night since yesterday,Asthma
Started experiencing red bumps turning to blisters for the last couple of days,Chickenpox
Suffering from bulging fontanelle in infant with fever that began suddenly,Meningitis
Feeling joint stiffness in morning since yesterday,Arthritis
muscle weakness and fatigue,Hypothyroidism
chest discomfort and cough,Bronchitis
I have inflamed red hot joint overnight that began suddenly,Gout
Been dealing with right upper quadrant ache with indigestion,Gallstones
Feeling IBS symptoms cramping diarrhea,Irritable Bowel Syndrome
Started experiencing Recently developed night sweats and burning up,Tuberculosis
exercise makes fatigue much worse since yesterday,Chronic Fatigue Syndrome
dizziness and headache,Hypertension
I'm experiencing pain in multiple body areas,Fibromyalgia
sore throat with cough,Common Cold
Been dealing with cloudy urine since yesterday,Urinary Tract Infection
chest pain after lying down since yesterday,GERD
I have kidney stone attack hurt sick vomit that started today,Kidney Stones
Been dealing with cartilage breakdown joint pain,Osteoarthritis
intense pain in upper belly center,Gallstones
peptic ulcer symptoms belly hurt burning for a while now,Peptic Ulcer
Suffering from rash with fever and it's getting worse,Measles
I'm experiencing upper abdomen painful that lasts for hours,Gallstones
itchy rash with blisters,Chickenpox
heat intolerance and it's getting worse,Hyperthyroidism
Recently developed Recently developed feverish with dry coughing,COVID-19
Recently developed sepsis symptoms fever confusion rapid breathing,Sepsis
red shiny skin over swollen joint for a while now,Gout
altered mental state with infection that won't go away,Sepsis
passing kidney stones painful urination blood and it's getting worse,Kidney Stones
I have food allergy symptoms stomach upset rash that started today,Allergic Reaction
I've been having fever and fatigue for past few days,COVID-19
chest pain and fatigue,Tuberculosis
I'm experiencing joint swelling and pain,Arthritis
joint pain worse with activity,Osteoarthritis
I have sinus infection hurt green mucus for a while,Sinusitis
bloating diarrhea after bread pasta for a while now,Celiac Disease
shortness of breath for a while now,Anemia
excessive thirst and urination that won't go away that began suddenly,Diabetes
persistent cough with weight loss,Tuberculosis
Started experiencing weakness and pallor,Anemia
Started experiencing morning stiffness in joints for over a week,Arthritis
thick yellow or green nasal discharge for a while now,Sinusitis
swollen lymph nodes neck throat pain,Tonsillitis
Suffering from coughing up blood,Tuberculosis
Started experiencing throat soreness temperature swollen glands,Tonsillitis
Recently developed confusion can't understand what people say,Stroke
I have symmetrical joints ache both sides,Rheumatoid Arthritis
Having nasal congestion and headache,Common Cold
hives all over body itching swelling,Anaphylaxis
Recently developed spinning sensation and fatigue for past few days,Anemia
I have celiac symptoms diarrhea bloating,Celiac Disease
cold sweat with bad chest pain for the past few days,Heart Attack
I have shortness of breath,Anemia
Been dealing with big toe joint extremely painful,Gout
cartilage breakdown joint pain,Osteoarthritis
Suffering from breathe unable to with exercise,Asthma
Experiencing rash with fever and it's getting worse,Chickenpox
nausea and vomiting with right side pain,Gallstones
Started experiencing Having constipation and fatigue,Hypothyroidism
Suffering from hot and fatigue,COVID-19
cloudy urine and it's getting worse,Urinary Tract Infection
heart attack symptoms chest pain arm pain since yesterday,Heart Attack
Recently developed frequent urge to urinate since yesterday,Urinary Tract Infection
shortness of breath and fever,Pneumonia
Having issues with broken bone from minor fall,Osteoporosis
confusion drowsiness with severe headache,Meningitis
I'm experiencing trouble walking dizziness loss of balance since this morning,Stroke
functional bowel disorder cramping,Irritable Bowel Syndrome
allergic reaction to food medication and it's getting worse,Allergic Reaction
Been dealing with fatigue and weakness,Anemia
Recently developed swollen joints and it's getting worse,Arthritis
fever with skin rash,Chickenpox
gout attack big toe excruciating pain,Gout
headache with sensitivity to light,Migraine
Been dealing with sore throat fever bad breath,Tonsillitis
Suffering from renal colic severe back pain,Kidney Stones
Recently developed pharynx infection swollen tonsils,Tonsillitis
difficulty breathing after allergen exposure,Anaphylaxis
constant thirst,Diabetes
Been dealing with neck rigidity cannot bend neck forward,Meningitis
Suffering from joint pain with movement,Arthritis
Feeling upper body ache with head hurts since yesterday,Hypertension
Recently developed big toe joint extremely painful,Gout
pain under right shoulder blade,Gallstones
measles rash with cough,Measles
cloudy urine,Urinary Tract Infection
I'm experiencing loss of taste and smell that started today,COVID-19
IBS symptoms cramping diarrhea,Irritable Bowel Syndrome
Recently developed red spots turning to blisters,Chickenpox
Been dealing with red rash spreading since yesterday,Measles
chronic soreness syndrome widespread for a while now,Fibromyalgia
I have allergic symptoms sneezing itching,Allergic Reaction
low bone density fracture risk for a while now,Osteoporosis
Started experiencing big toe swollen can't wear shoes,Gout
I'm experiencing sudden painful in upper right abdomen,Gallstones
pressure in chest when climbing stairs,Angina
chills with muscle pain,Influenza
Started experiencing severe abdominal pain with nauseous and being sick,Appendicitis
Been dealing with Experiencing rash with fever for over a week,Chickenpox
Feeling painful urination with pink or red urine,Kidney Stones
body ache with high temperature,Influenza
age-related arthritis joint discomfort and it's getting worse,Osteoarthritis
feeling like might die sense of doom that won't go away,Sepsis
heartburn after eating meals,GERD
tiredness with pale complexion,Anemia
fever and muscle soreness for the past few days,Dengue
Recently developed shortness of breath rapid breathe,Sepsis
exhaustion worsens with activity,Chronic Fatigue Syndrome
cold intolerance with fatigue,Hypothyroidism
face arm speech symptoms sudden onset,Stroke
I'm experiencing chest pain with cough,Tuberculosis
Feeling weight loss despite eating for a while,Celiac Disease
Feeling Feeling severe throbbing head ache for a while,Migraine
Having issues with abdominal pain with diarrhea,Gastroenteritis
wheezing with chest discomfort since yesterday for a while now,Asthma
lower abdominal pain since yesterday,Urinary Tract Infection
severe headache,Hypertension
Suffering from chest pain with cough for a while now,Tuberculosis
bacterial meningitis symptoms neck painful headache that won't go away,Meningitis
Feeling constipation and fatigue since yesterday,Hypothyroidism
I'm experiencing Suffering from itchy rash with blisters for over a week,Chickenpox
chest ache goes away after resting that won't go away recently,Angina
Been dealing with seasonal allergies sneezing congestion,Allergic Reaction
I have lower right belly pain that started near belly button recently,Appendicitis
fever with chest pain,Pneumonia
gluten sensitivity belly pain for the past few days,Celiac Disease
fever with body ache,Malaria
I have slow healing wounds,Diabetes
shortness of breath that won't go away that began suddenly,COVID-19
Having issues with loose stools and fever,Gastroenteritis
Suffering from joint swelling and pain,Arthritis
Recently developed difficulty swallowing with heartburn,GERD
Having issues with intense cramping in back and side,Kidney Stones
Suffering from waves of soreness in back moving to groin since this morning,Kidney Stones
blisters all over body since yesterday,Chickenpox
I've been having Experiencing frequent urination,Diabetes
joint flexibility loss limited motion,Osteoarthritis
burning pain below breastbone,Peptic Ulcer
abdominal pain eating wheat products,Celiac Disease
Feeling chest congestion,Bronchitis
cough with loss of taste,COVID-19
I have memory problems with extreme tiredness,Chronic Fatigue Syndrome
I've been having Having itchy bumps on skin,Chickenpox
Having issues with body ache with high temperature that started today,Influenza
fever and chesty dry cough for the past few days,Pneumonia
chronic back pain weak bones,Osteoporosis
Started experiencing joint pain and head pain recently,Dengue
I'm experiencing chest pain goes away after resting,Angina
I have chest tightness with shortness of breath,Heart Attack
indigestion with stomach ache since yesterday,Peptic Ulcer
hip pain stiffness after rest,Osteoarthritis
severe headache with vomiting,Migraine
Been dealing with I have weight loss and fatigue,Tuberculosis
Having issues with high fever with rapid heart rate,Sepsis
Started experiencing paralysis on one side of body sudden,Stroke
wheezing with thorax pain for the past few days,Asthma
Started experiencing frequent hunger with weight loss,Diabetes
I'm experiencing I have spots behind ears,Measles
rapid breathing over 20 breaths per minute,Sepsis
wheezing problems breathing tight chest and it's getting worse that began suddenly,Anaphylaxis
I have I have dry cough with fever,COVID-19
Recently developed pale skin,Anemia
Feeling rapid heartbeat,Hyperthyroidism
swollen tender warm joints both hands for the past few days,Rheumatoid Arthritis
fatigue and weakness,Anemia
I'm experiencing shortness of breath,COVID-19
knee swelling soreness walking and it's getting worse,Osteoarthritis
I have soreness in thorax spreading to left arm,Heart Attack
Feeling myalgic encephalomyelitis chronic fatigue,Chronic Fatigue Syndrome
chest pain when breathing for past few days,Pneumonia
loss of taste and smell and it's getting worse,COVID-19
chills with muscle pain for a while now,Influenza
bloating diarrhea after bread pasta,Celiac Disease
I'm experiencing severe body ache and fever,Dengue
Started experiencing runny nose and sneezing,Common Cold
Recently developed hot and sweating episodes since yesterday,Malaria
I'm experiencing fatigue with pale skin,Anemia
Feeling loss of smell and taste for over a week,COVID-19
