symptom_text,disease
diarrhea and vomiting since yesterday ongoing for several days,Gastroenteritis
abdominal sharp pain with diarrhea,Gastroenteritis
I have acute gout flare big toe,Gout
red shiny skin over swollen joint,Gout
gout attack big toe excruciating pain for a while now,Gout
big toe joint extremely painful,Gout
I'm experiencing gout attack big toe excruciating pain,Gout
I've been having joint inflammation very tender since yesterday,Gout
unbearable pain in toe joint,Gout
swollen red hot joint overnight,Gout
sudden onset joint pain at night and it's getting worse,Gout
Feeling unbearable ache in toe articulation,Gout
Having issues with sudden acute pain in big toe,Gout
sudden severe pain in big toe and it's getting worse that began suddenly,Gout
gout attack intense joint painful for the past few days,Gout
acute gout flare big toe,Gout
I'm experiencing gout attack intense joint painful for several days,Gout
Recently developed gout symptoms toe pain swelling,Gout
big toe swollen can't wear shoes,Gout
Started experiencing articulation inflammation very tender,Gout
uric acid buildup joint pain that won't go away for the last couple of days,Gout
sudden severe pain in big toe,Gout
Having issues with pain so bad can't touch joint for a while,Gout
unbearable painful in toe joint and it's getting worse,Gout
Feeling uric acid buildup joint pain,Gout
joint inflammation very tender,Gout
Feeling joint pain swelling redness warmth that started today,Gout
Started experiencing joint pain swelling redness warmth,Gout
acute gout flare big toe for the past few days,Gout
pain so bad can't touch joint,Gout
joint pain swelling redness warmth,Gout
Started experiencing enlarged red hot joint overnight for a while,Gout
sudden onset joint pain at night,Gout
sudden onset joints pain at night that won't go away,Gout
I've been having pain so bad can't touch joint,Gout
big toe swollen can't wear shoes for a while now,Gout
uric acid buildup joint pain,Gout
I have inflamed red hot joint overnight that began suddenly,Gout
red shiny skin over swollen joint for a while now,Gout
Been dealing with big toe joint extremely painful,Gout
gout attack big toe excruciating pain,Gout
Recently developed big toe joint extremely painful,Gout
Started experiencing big toe swollen can't wear shoes,Gout
gout symptoms toe pain swelling for a while now,Gout
gout symptoms toe pain swelling,Gout
gout attack intense joint pain,Gout
Recently developed red shiny skin over swollen joint,Gout
I have acute gout flare big toe started couple weeks ago,Gout
I'm experiencing gout attack big toe excruciating pain lasting several days,Gout
I've been having joint inflammation very tender since yesterday lasting 2 days,Gout
I've been having unbearable pain in toe joint,Gout
I suffer from sudden onset joint pain at night and it's getting worse lasting couple weeks,Gout
Feeling unbearable ache in toe articulation worse in the morning,Gout
Having issues with sudden acute discomfort in big toe,Gout
sudden extreme pain in big toe and it's getting worse that began suddenly,Gout
I've been having sudden severe pain in big toe and it's getting worse that began suddenly,Gout
gout attack intense joint painful for the past few days started several days ago,Gout
Recently developed gout symptoms toe throbbing swelling,Gout
uric acid buildup joint pain that won't go away for the last couple of days for the past 1 month,Gout
Having issues with soreness so bad can't touch joint for a while,Gout
Feeling uric acid buildup joint sharp pain,Gout
joints inflammation very tender gets worse after eating,Gout
Feeling bone connections pain inflammation redness warmth that started today,Gout
Started experiencing joint pain swelling redness warmth for the past 2 weeks,Gout
Started experiencing articulation pain swelling redness warmth started few days ago,Gout
acute gout flare big toe for the past few days worse in the morning,Gout
pain so bad can't touch articulation triggered by activity,Gout
articulation pain swelling redness warmth,Gout
joint pain bloating redness warmth,Gout
Started experiencing enlarged red hot articulation overnight for a while,Gout
sudden onset joints pain at night,Gout
immediate onset joint pain at night,Gout
abrupt onset joints pain at night that won't go away ongoing for 3 days,Gout
I've been having pain so bad can't touch joints,Gout
I have inflamed red hot joint overnight that began suddenly since 2 days ago,Gout
red shiny skin over swollen joint for a while now began 3 days back,Gout
Been dealing with big toe joint extremely painful began several days back,Gout
gout attack big toe excruciating throbbing,Gout
I suffer from Recently developed big toe joint extremely painful,Gout
Started experiencing big toe swollen can't wear shoes especially at night,Gout
gout symptoms toe pain puffiness,Gout
gout symptoms toe dull ache swelling,Gout
Recently developed red shiny skin over swollen joint suddenly appeared,Gout
I've been having I have acute gout flare big toe,Gout
There is red shiny skin over swollen joint,Gout
big toe joint extremely painful worse in the morning,Gout
big toe joint extremely painful started 3 days ago,Gout
I suffer from I'm experiencing gout attack big toe excruciating pain,Gout
I'm experiencing gout attack big toe excruciating pain began couple weeks back,Gout
I've been having joints inflammation very tender since yesterday,Gout
I've been having articulation inflammation very tender since yesterday,Gout
unbearable pain in toe articulation,Gout
abrupt onset articulation pain at night and it's getting worse,Gout
sudden onset joint pain at night and it's getting worse constant throughout the day,Gout
Having issues with sudden acute dull ache in big toe,Gout
gout attack intense joint painful for the past few days ongoing for 2 weeks constant throughout the day,Gout
acute gout flare big toe lasting 2 weeks,Gout
I'm experiencing gout attack intense joint painful for several days ongoing for 2 days,Gout
uric acid buildup joint sharp pain that won't go away for the last couple of days began 2 days back,Gout
sudden severe pain in big toe started 3 days ago,Gout
sudden severe pain in big toe since 2 weeks ago,Gout
sudden unbearable pain in big toe,Gout
sudden chest pain sweating feeling doom for a while now,Heart Attack
cold sweat with severe chest pain,Heart Attack
Recently developed lightheaded dizzy with chest discomfort,Heart Attack
Started experiencing pain in chest spreading to left arm,Heart Attack
pain in jaw neck or back with chest discomfort,Heart Attack
Having issues with crushing breastbone area pain pressure discomfort,Heart Attack
squeezing sensation in center of chest that won't go away for the past few days,Heart Attack
upper body ache breastbone area arms back neck jaw that won't go away,Heart Attack
squeezing sensation in center of chest for the past few days,Heart Attack
chest tightness with shortness of breath,Heart Attack
painful in jaw neck or back with chest discomfort for a while now,Heart Attack
feeling like elephant sitting on chest,Heart Attack
Feeling sudden chest painful sweating feeling doom for the past few days,Heart Attack
chest pain radiating down left arm,Heart Attack
shortness of breath with or without chest pain,Heart Attack
feeling like elephant sitting on chest for the past few days,Heart Attack
Been dealing with heart attack symptoms chest pain arm pain for the last couple of days,Heart Attack
heart attack symptoms chest pain arm pain,Heart Attack
upper body pain chest arms back neck jaw,Heart Attack
crushing chest pain pressure discomfort,Heart Attack
chest pain lasting more than few minutes,Heart Attack
lightheaded dizzy with chest discomfort,Heart Attack
Recently developed feeling like elephant sitting on thorax,Heart Attack
Recently developed upper body pain chest arms back neck jaw,Heart Attack
I've been having crushing breastbone area pain pressure discomfort,Heart Attack
nausea with chest pressure and anxiety,Heart Attack
pain in jaw neck or back with chest discomfort that won't go away,Heart Attack
shortness of breath with or without chest pain for a while now,Heart Attack
sudden chest pain sweating feeling doom,Heart Attack
pain in chest spreading to left arm,Heart Attack
I've been having nausea with chest pressure and anxiety,Heart Attack
upper body soreness radiating down left arm that won't go away,Heart Attack
shortness of breath with or without chest pain for the past few days,Heart Attack
chest pain radiating down left arm for the past few days,Heart Attack
Started experiencing chest pain lasting more than few minutes,Heart Attack
I've been having lightheaded dizzy with chest discomfort,Heart Attack
Recently developed upper body tightness with shortness of breath,Heart Attack
Suffering from nauseous with upper body pressure and anxiety,Heart Attack
squeezing sensation in center of chest,Heart Attack
cold sweat with severe thorax painful and it's getting worse for a while,Heart Attack
cold sweat with bad chest pain for the past few days,Heart Attack
heart attack symptoms chest pain arm pain since yesterday,Heart Attack
I have chest tightness with shortness of breath,Heart Attack
I have soreness in thorax spreading to left arm,Heart Attack
chest painful lasting more than few minutes and it's getting worse for the last couple of days,Heart Attack
sudden chest dull ache sweating feeling doom for a while now,Heart Attack
sudden chest pain sweating feeling doom for a while now began 2 weeks back,Heart Attack
cold sweat with severe chest pain worse in the morning,Heart Attack
Recently developed lightheaded dizzy with chest area discomfort,Heart Attack
hurting in jaw neck or back with chest discomfort,Heart Attack
pain in jaw neck or back with chest discomfort for the past 3 days especially at night,Heart Attack
Having issues with crushing breastbone area pain pressure discomfort ongoing for 3 days,Heart Attack
squeezing sensation in center of chest that won't go away for the past few days triggered by activity,Heart Attack
I have squeezing sensation in center of chest that won't go away for the past few days,Heart Attack
chest tightness with shortness of breath worsening gradually,Heart Attack
I've been having feeling like elephant sitting on chest,Heart Attack
feeling like elephant sitting on chest started 1 week ago,Heart Attack
Feeling sudden chest painful sweating feeling doom for the past few days worsening gradually,Heart Attack
chest pain radiating down left arm began 2 weeks back,Heart Attack
Experiencing Been dealing with heart attack symptoms chest pain arm pain for the last couple of days,Heart Attack
Been dealing with heart attack symptoms chest dull ache arm pain for the last couple of days,Heart Attack
crushing chest pain pressure discomfort triggered by activity,Heart Attack
There is lightheaded dizzy with chest discomfort,Heart Attack
Recently developed upper body pain rib cage area arms back neck jaw,Heart Attack
I've been having crushing breastbone area pain pressure discomfort started 1 month ago,Heart Attack
nausea with chest pressure and anxiety gets worse after eating,Heart Attack
discomfort in jaw neck or back with chest discomfort that won't go away,Heart Attack
shortness of breath with or without chest area pain for a while now started 3 days ago,Heart Attack
shortness of breath with or without chest pain for a while now started 2 weeks ago triggered by activity,Heart Attack
upper body soreness radiating down left arm that won't go away comes and goes,Heart Attack
upper body soreness radiating down left arm that won't go away especially at night,Heart Attack
chest pain radiating down left arm for the past few days since 2 weeks ago,Heart Attack
Started experiencing upper body pain lasting more than few minutes,Heart Attack
squeezing sensation in center of rib cage area for the past few days,Heart Attack
cold sweat with bad chest pain for the past few days ongoing for couple weeks,Heart Attack
heart attack symptoms chest pain arm pain since yesterday started few days ago,Heart Attack
heart attack symptoms chest pain arm pain since yesterday worse in the morning,Heart Attack
I have upper body tightness with shortness of breath,Heart Attack
I suffer from out of nowhere chest pain sweating feeling doom for a while now,Heart Attack
Recently developed lightheaded dizzy with chest discomfort since few days ago,Heart Attack
pain in jaw neck or back with rib cage area discomfort,Heart Attack
I have Having issues with crushing breastbone area pain pressure discomfort,Heart Attack
upper body ache breastbone area arms back neck jaw that won't go away for the past 2 days,Heart Attack
There is upper body ache breastbone area arms back neck jaw that won't go away,Heart Attack
I've noticed upper body ache breastbone area arms back neck jaw that won't go away,Heart Attack
I suffer from squeezing sensation in center of chest for the past few days,Heart Attack
squeezing sensation in center of upper body for the past few days,Heart Attack
painful in jaw neck or back with chest discomfort for a while now started several days ago,Heart Attack
I've been having painful in jaw neck or back with chest discomfort for a while now,Heart Attack
There is painful in jaw neck or back with thorax discomfort for a while now lasting 1 month,Heart Attack
Feeling sudden chest painful sweating feeling doom for the past few days lasting few days,Heart Attack
chest pain radiating down left arm ongoing for few days,Heart Attack
chest pain radiating down left arm worse in the morning,Heart Attack
shortness of breath with or without chest pain since 2 weeks ago,Heart Attack
feeling like elephant sitting on chest for the past few days worse in the morning,Heart Attack
Been dealing with heart attack symptoms chest dull ache arm discomfort for the last couple of days started 3 days ago,Heart Attack
I'm experiencing Been dealing with heart attack symptoms chest pain arm pain for the last couple of days,Heart Attack
Been dealing with heart attack symptoms chest area pain arm pain for the last couple of days,Heart Attack
heart attack symptoms chest pain arm pain since 1 month ago,Heart Attack
heart attack symptoms chest hurting arm pain,Heart Attack
nosebleeds with headache,Hypertension
dizziness and pain in head that won't go away,Hypertension
Having issues with chest pain with head pain,Hypertension
I'm experiencing spinning sensation and headache for past few days,Hypertension
Having issues with nosebleeds with headache,Hypertension
vision problems for a while now,Hypertension
shortness of breath that won't go away,Hypertension
I have severe head ache since yesterday,Hypertension
I have severe headache,Hypertension
I have nosebleeds with headache that won't go away,Hypertension
Suffering from chest pain with headache,Hypertension
Started experiencing pounding in breastbone area,Hypertension
Feeling chest discomfort,Hypertension
Having issues with vision problems,Hypertension
I've been having nosebleeds with headache recently,Hypertension
chest discomfort,Hypertension
I've been having shortness of breath,Hypertension
irregular heartbeat and it's getting worse,Hypertension
dizzy and pain in head for past few days since yesterday,Hypertension
pounding in chest for the past few days,Hypertension
Recently developed I have severe pain in head,Hypertension
irregular heartbeat,Hypertension
I'm experiencing hard to breathe since yesterday,Hypertension
Having issues with severe head ache since yesterday,Hypertension
Having issues with shortness of breath for past few days,Hypertension
Started experiencing Suffering from chest pain with pain in head recently,Hypertension
vision problems,Hypertension
chest discomfort since yesterday,Hypertension
shortness of breath for past few days for the past few days,Hypertension
difficulty breathing,Hypertension
Having issues with irregular heartbeat for over a week,Hypertension
shortness of breath for past few days,Hypertension
I have nosebleeds with headache,Hypertension
dizziness and headache for past few days,Hypertension
Having issues with problems breathing that began suddenly,Hypertension
I have I have nosebleeds with headache,Hypertension
pounding in chest,Hypertension
chest pain with headache,Hypertension
dizziness and headache,Hypertension
Feeling upper body ache with head hurts since yesterday,Hypertension
severe headache,Hypertension
Feeling dizziness and head hurts,Hypertension
Feeling severe pain in head since this morning,Hypertension
Having issues with Suffering from chest pain with headache recently,Hypertension
shortness of breath,Hypertension
nosebleeds with headache especially at night,Hypertension
nosebleeds with headache lasting 2 weeks,Hypertension
dizziness and dull ache in head that won't go away,Hypertension
Having issues with nosebleeds with cranial pain,Hypertension
Experiencing shortness of breath that won't go away,Hypertension
I've noticed I have nosebleeds with headache that won't go away,Hypertension
Suffering from chest pain with headache began 2 days back,Hypertension
Suffering from chest pain with headache for the past several days,Hypertension
Started experiencing pounding in breastbone area began 3 days back,Hypertension
Feeling rib cage area discomfort,Hypertension
I'm experiencing Feeling chest discomfort,Hypertension
Having issues with vision problems gets worse after eating,Hypertension
Having issues with vision problems lasting couple weeks,Hypertension
I have I've been having nosebleeds with head pain recently began 2 weeks back,Hypertension
I've been having shortness of breath triggered by activity,Hypertension
I've been having shortness of breath worsening gradually,Hypertension
irregular heartbeat and it's getting worse worsening gradually,Hypertension
Recently developed I have extreme pain in head,Hypertension
I've noticed I'm experiencing hard to breathe since yesterday,Hypertension
Having issues with severe head ache since yesterday worse in the morning,Hypertension
Started experiencing Suffering from upper body pain with pain in head recently,Hypertension
chest discomfort since yesterday gets worse after eating,Hypertension
unable to breathing began 2 weeks back,Hypertension
dizziness and headache for past few days for the past several days,Hypertension
I suffer from Having issues with problems breathing that began suddenly comes and goes,Hypertension
dizziness and headache ongoing for 2 days constant throughout the day,Hypertension
dizziness and headache constant throughout the day,Hypertension
severe headache lasting few days,Hypertension
Feeling severe pain in head since this morning lasting 1 week,Hypertension
Having issues with Suffering from chest dull ache with headache recently,Hypertension
Having issues with Suffering from chest hurting with headache recently,Hypertension
There is shortness of breath suddenly appeared,Hypertension
dizziness and ache in head that won't go away,Hypertension
dizziness and pain in head that won't go away ongoing for couple weeks,Hypertension
Having issues with chest soreness with head pain,Hypertension
I've noticed I'm experiencing spinning sensation and headache for past few days,Hypertension
I'm experiencing spinning sensation and headache for past few days comes and goes,Hypertension
Having issues with nosebleeds with headache since 1 month ago,Hypertension
There is vision problems for a while now worse in the morning,Hypertension
shortness of breath that won't go away began 3 days back,Hypertension
shortness of breath that won't go away for the past few days,Hypertension
I have severe head ache since yesterday began few days back,Hypertension
I have severe headache ongoing for several days,Hypertension
I've noticed I have nosebleeds with headache that won't go away ongoing for 2 weeks,Hypertension
I have nosebleeds with pain in head that won't go away,Hypertension
Suffering from chest dull ache with headache,Hypertension
I've noticed Suffering from chest pain with headache,Hypertension
Suffering from chest pain with pain in head suddenly appeared,Hypertension
Started experiencing pounding in breastbone area ongoing for 2 weeks,Hypertension
Feeling chest discomfort comes and goes,Hypertension
I'm experiencing Having issues with vision problems,Hypertension
I've been having nosebleeds with head pain recently started few days ago,Hypertension
chest area discomfort,Hypertension
irregular heartbeat and it's getting worse for the past 3 days,Hypertension
dizzy and pain in head for past few days since yesterday began 2 days back,Hypertension
Recently developed Recently developed weight loss and sweating,Hyperthyroidism
rapid heartbeat,Hyperthyroidism
trembling hands since yesterday,Hyperthyroidism
trembling hands since yesterday for the past few days,Hyperthyroidism
trembling hands,Hyperthyroidism
Started experiencing weight loss and sweating,Hyperthyroidism
sweating and tremors,Hyperthyroidism
Feeling rapid heartbeat and it's getting worse,Hyperthyroidism
Started experiencing weight loss with increased appetite for past few days,Hyperthyroidism
I've been having sweating and tremors,Hyperthyroidism
Feeling nervousness and anxiety for the past few days,Hyperthyroidism
increased heart rate,Hyperthyroidism
Feeling nervousness and anxiety,Hyperthyroidism
trembling hands since yesterday that won't go away,Hyperthyroidism
Feeling weight loss and sweating,Hyperthyroidism
weight loss with increased appetite for past few days,Hyperthyroidism
heat intolerance and it's getting worse since yesterday,Hyperthyroidism
Having issues with nervousness and anxiety,Hyperthyroidism
Been dealing with Recently developed weight loss and sweating,Hyperthyroidism
rapid pulse with nervousness for a while now,Hyperthyroidism
sweating and tremors that won't go away,Hyperthyroidism
anxiety with weight loss,Hyperthyroidism
rapid pulse with nervousness,Hyperthyroidism
increased heart rate since yesterday,Hyperthyroidism
heat intolerance,Hyperthyroidism
nervousness and anxiety,Hyperthyroidism
Feeling Feeling nervousness and anxiety,Hyperthyroidism
Feeling rapid heartbeat for the past few days,Hyperthyroidism
weight loss and sweating,Hyperthyroidism
Feeling rapid pulse with nervousness,Hyperthyroidism
Recently developed weight loss and sweating,Hyperthyroidism
Suffering from weight loss with increased appetite,Hyperthyroidism
I'm experiencing anxiety with weight loss that started today,Hyperthyroidism
increased heart rate that won't go away,Hyperthyroidism
rapid heartbeat and it's getting worse,Hyperthyroidism
nervousness and anxiety that won't go away,Hyperthyroidism
weight loss with increased appetite,Hyperthyroidism
Suffering from weight loss with increased appetite since yesterday,Hyperthyroidism
Started experiencing anxiety with weight loss,Hyperthyroidism
weight loss with increased appetite for past few days that won't go away,Hyperthyroidism
Started experiencing trembling hands,Hyperthyroidism
heat intolerance and it's getting worse,Hyperthyroidism
Feeling rapid heartbeat,Hyperthyroidism
Feeling rapid heartbeat for the past few days,Hyperthyroidism
Recently developed trembling hands,Hyperthyroidism
There is Recently developed Recently developed weight loss and sweating,Hyperthyroidism
I've noticed rapid heartbeat,Hyperthyroidism
trembling hands since yesterday for the past few days constant throughout the day,Hyperthyroidism
trembling hands worse in the morning,Hyperthyroidism
Started experiencing weight loss and sweating since 1 month ago,Hyperthyroidism
Started experiencing weight loss and sweating worsening gradually,Hyperthyroidism
sweating and tremors for the past few days,Hyperthyroidism
I've been having sweating and tremors,Hyperthyroidism
Feeling rapid heartbeat and it's getting worse since few days ago,Hyperthyroidism
I've been having sweating and tremors for the past 3 days,Hyperthyroidism
trembling hands since yesterday that won't go away triggered by activity,Hyperthyroidism
Feeling weight loss and sweating lasting 3 days comes and goes,Hyperthyroidism
I'm experiencing weight loss with increased appetite for past few days,Hyperthyroidism
heat intolerance and it's getting worse since yesterday since 2 weeks ago,Hyperthyroidism
Having issues with nervousness and anxiety for the past several days,Hyperthyroidism
sweating and tremors that won't go away lasting 1 month,Hyperthyroidism
heat intolerance since 1 week ago,Hyperthyroidism
heat intolerance worsening gradually,Hyperthyroidism
Feeling Feeling nervousness and anxiety worsening gradually,Hyperthyroidism
I've noticed weight loss and sweating,Hyperthyroidism
Feeling rapid pulse with nervousness ongoing for 1 month,Hyperthyroidism
increased heart rate that won't go away started 3 days ago,Hyperthyroidism
increased heart rate that won't go away worse in the morning,Hyperthyroidism
rapid heartbeat and it's getting worse started couple weeks ago,Hyperthyroidism
I'm experiencing weight loss with increased appetite for past few days that won't go away worsening gradually,Hyperthyroidism
Feeling rapid heartbeat since several days ago,Hyperthyroidism
Recently developed Recently developed weight loss and sweating started 1 month ago,Hyperthyroidism
rapid heartbeat worsening gradually,Hyperthyroidism
rapid heartbeat began several days back,Hyperthyroidism
I have trembling hands since yesterday,Hyperthyroidism
I'm experiencing trembling hands since yesterday for the past few days,Hyperthyroidism
trembling hands started couple weeks ago,Hyperthyroidism
Started experiencing weight loss and sweating since 1 month ago,Hyperthyroidism
I'm experiencing Started experiencing weight loss with increased appetite for past few days,Hyperthyroidism
Experiencing I've been having sweating and tremors,Hyperthyroidism
Experiencing I've been having sweating and tremors worsening gradually,Hyperthyroidism
Feeling nervousness and anxiety for the past few days especially at night,Hyperthyroidism
increased heart rate worsening gradually,Hyperthyroidism
increased heart rate ongoing for 1 month,Hyperthyroidism
I have weight loss with increased appetite for past few days,Hyperthyroidism
I've been having heat intolerance and it's getting worse since yesterday,Hyperthyroidism
Having issues with nervousness and anxiety ongoing for 2 days,Hyperthyroidism
I have Been dealing with Recently developed weight loss and sweating,Hyperthyroidism
Been dealing with Recently developed weight loss and sweating ongoing for 2 weeks,Hyperthyroidism
I suffer from rapid pulse with nervousness for a while now,Hyperthyroidism
sweating and tremors that won't go away worsening gradually,Hyperthyroidism
There is sweating and tremors that won't go away,Hyperthyroidism
rapid pulse with nervousness worse in the morning,Hyperthyroidism
I've noticed rapid pulse with nervousness,Hyperthyroidism
rapid pulse with nervousness ongoing for 2 weeks,Hyperthyroidism
heat intolerance lasting several days,Hyperthyroidism
nervousness and anxiety comes and goes,Hyperthyroidism
I suffer from nervousness and anxiety,Hyperthyroidism
Feeling Feeling nervousness and anxiety since 1 week ago,Hyperthyroidism
Feeling rapid heartbeat for the past few days since few days ago,Hyperthyroidism
cold sensitivity,Hypothyroidism
dry skin and hair loss,Hypothyroidism
Having constipation and fatigue,Hypothyroidism
I have feeling cold and worn out for the past few days,Hypothyroidism
cold sensitivity for past few days that won't go away,Hypothyroidism
Started experiencing dry skin and hair loss,Hypothyroidism
cold sensitivity for the past few days,Hypothyroidism
Having issues with fatigue and weight gain,Hypothyroidism
Having issues with Having dry skin and hair loss,Hypothyroidism
Started experiencing weight gain with tiredness,Hypothyroidism
constipation and fatigue,Hypothyroidism
Recently developed feeling cold and drained,Hypothyroidism
sluggishness and weight gain for the past few days,Hypothyroidism
unexplained weight gain,Hypothyroidism
Having issues with cold sensitivity for past few days,Hypothyroidism
constipation and fatigue and it's getting worse that began suddenly,Hypothyroidism
Feeling weight gain with tiredness since yesterday,Hypothyroidism
I have cold sensitivity,Hypothyroidism
Been dealing with weight gain with tiredness since yesterday,Hypothyroidism
weight gain with tiredness since yesterday,Hypothyroidism
Recently developed fatigue and weight gain,Hypothyroidism
Feeling unexplained weight gain,Hypothyroidism
feeling cold and tired,Hypothyroidism
Started experiencing unexplained weight gain,Hypothyroidism
I have cold intolerance with fatigue,Hypothyroidism
fatigue and weight gain,Hypothyroidism
cold intolerance with fatigue for the past few days,Hypothyroidism
sluggishness and weight gain,Hypothyroidism
muscle weak and fatigue that won't go away for several days,Hypothyroidism
Having dry skin and hair loss,Hypothyroidism
weight gain with tiredness,Hypothyroidism
cold sensitivity for past few days,Hypothyroidism
fatigue and weight gain and it's getting worse,Hypothyroidism
Having issues with Having dry skin and hair loss for the last couple of days,Hypothyroidism
Recently developed fatigue and weight gain since yesterday,Hypothyroidism
Having constipation and fatigue that won't go away for several days,Hypothyroidism
I've been having weight gain with tiredness since this morning,Hypothyroidism
Suffering from muscular weakness and fatigue,Hypothyroidism
muscle weakness and fatigue,Hypothyroidism
Started experiencing Having constipation and fatigue,Hypothyroidism
cold intolerance with fatigue,Hypothyroidism
Feeling constipation and fatigue since yesterday,Hypothyroidism
sluggishness and weight gain since yesterday,Hypothyroidism
Started experiencing dry skin and hair loss,Hypothyroidism
I'm experiencing Recently developed fatigue and weight gain,Hypothyroidism
cold sensitivity for past few days that won't go away started several days ago,Hypothyroidism
cold sensitivity for past few days that won't go away gets worse after eating,Hypothyroidism
Having issues with Having dry skin and hair loss worsening gradually,Hypothyroidism
constipation and lethargy,Hypothyroidism
sluggishness and weight gain for the past few days ongoing for 3 days,Hypothyroidism
constipation and fatigue and it's getting worse that began suddenly worse in the morning,Hypothyroidism
constipation and fatigue and it's getting worse that began suddenly constant throughout the day,Hypothyroidism
Feeling weight gain with tiredness since yesterday worse in the morning,Hypothyroidism
Been dealing with weight gain with tiredness since yesterday began 1 month back,Hypothyroidism
Recently developed weakness and weight gain,Hypothyroidism
Feeling unexplained weight gain ongoing for 2 weeks,Hypothyroidism
Started experiencing unexplained weight gain began 1 month back,Hypothyroidism
There is cold intolerance with fatigue for the past few days,Hypothyroidism
I've been having sluggishness and weight gain,Hypothyroidism
I have Having dry skin and hair loss,Hypothyroidism
weight gain with tiredness worse in the morning,Hypothyroidism
There is cold sensitivity for past few days,Hypothyroidism
Having issues with Having dry skin and hair loss for the last couple of days started 2 days ago,Hypothyroidism
I'm experiencing Recently developed fatigue and weight gain since yesterday,Hypothyroidism
I've been having I've been having weight gain with tiredness since this morning,Hypothyroidism
muscle weakness and fatigue comes and goes,Hypothyroidism
Started experiencing Having constipation and weakness,Hypothyroidism
Experiencing Started experiencing Having constipation and fatigue,Hypothyroidism
Experiencing cold sensitivity lasting several days,Hypothyroidism
Having constipation and weakness,Hypothyroidism
I'm experiencing Started experiencing dry skin and hair loss,Hypothyroidism
I'm experiencing cold sensitivity for the past few days,Hypothyroidism
I'm experiencing Having issues with fatigue and weight gain,Hypothyroidism
Having issues with Having dry skin and hair loss lasting few days,Hypothyroidism
I suffer from Having issues with Having dry skin and hair loss,Hypothyroidism
Started experiencing weight gain with tiredness since 2 days ago,Hypothyroidism
I've been having constipation and fatigue suddenly appeared,Hypothyroidism
constipation and lethargy ongoing for 2 weeks,Hypothyroidism
Recently developed feeling cold and drained gets worse after eating,Hypothyroidism
Recently developed feeling cold and drained began couple weeks back,Hypothyroidism
I've noticed sluggishness and weight gain for the past few days lasting 1 week,Hypothyroidism
sluggishness and weight gain for the past few days began couple weeks back,Hypothyroidism
Having issues with cold sensitivity for past few days started several days ago,Hypothyroidism
I've been having constipation and fatigue and it's getting worse that began suddenly,Hypothyroidism
I've been having Feeling weight gain with tiredness since yesterday,Hypothyroidism
Been dealing with weight gain with tiredness since yesterday ongoing for 1 week,Hypothyroidism
Experiencing Been dealing with weight gain with tiredness since yesterday,Hypothyroidism
weight gain with tiredness since yesterday for the past 2 weeks triggered by activity,Hypothyroidism
Experiencing Feeling unexplained weight gain,Hypothyroidism
There is Feeling unexplained weight gain especially at night,Hypothyroidism
There is feeling cold and tired since 2 days ago,Hypothyroidism
feeling cold and tired for the past 1 week,Hypothyroidism
Started experiencing unexplained weight gain lasting several days,Hypothyroidism
fatigue and weight gain ongoing for 1 month,Hypothyroidism
tiredness and weight gain,Hypothyroidism
cold intolerance with weakness for the past few days,Hypothyroidism
Having dry skin and hair loss especially at night,Hypothyroidism
weight gain with tiredness constant throughout the day,Hypothyroidism
cold sensitivity for past few days for the past couple weeks,Hypothyroidism
weakness and weight gain and it's getting worse,Hypothyroidism
Experiencing hot and extreme fatigue since yesterday,Influenza
fever and extreme fatigue,Influenza
fever chills and weakness for a while now,Influenza
Suffering from high hot with body ache,Influenza
Having issues with muscle pain with temperature,Influenza
muscle pain with fever,Influenza
Been dealing with severe fatigue and fever since this morning,Influenza
Having issues with fever and extreme fatigue,Influenza
Feeling high fever with body ache,Influenza
body ache with high temperature for past few days,Influenza
Suffering from Feeling high fever with body ache,Influenza
Feeling fever and extreme fatigue,Influenza
severe fatigue and fever,Influenza
body pain and chills,Influenza
Been dealing with body ache with high temperature for past few days,Influenza
Suffering from Recently developed chills with muscle discomfort,Influenza
Started experiencing body soreness and chills,Influenza
Suffering from severe pain in head and fever,Influenza
high fever with body ache,Influenza
sharp fatigue and fever and it's getting worse,Influenza
Having issues with body ache with high temperature,Influenza
Recently developed muscular discomfort with fever,Influenza
I'm experiencing body pain and chills,Influenza
Recently developed chills with muscle pain,Influenza
Experiencing fever and extreme fatigue,Influenza
high temperature chills and weakness for a while now,Influenza
I have high high temperature with head pain,Influenza
Feeling Experiencing burning up and extreme fatigue for the last couple of days,Influenza
fever chills and weakness,Influenza
Feeling high fever with body ache and it's getting worse,Influenza
Been dealing with Recently developed chills with muscle ache,Influenza
severe headache and fever for past few days,Influenza
Recently developed bad headache and hot for past few days,Influenza
I've been having high fever with body ache since this morning,Influenza
I've been having extreme headache and high temperature for several days,Influenza
high fever with headache,Influenza
Recently developed high fever with headache,Influenza
chills with muscle pain,Influenza
body ache with high temperature,Influenza
Having issues with body ache with high temperature that started today,Influenza
chills with muscle pain for a while now,Influenza
severe headache and fever,Influenza
chills with muscle hurt and it's getting worse,Influenza
Recently developed severe pain in head and burning up for past few days,Influenza
body ache with high temperature for past few days for a while now,Influenza
fever and extreme fatigue worsening gradually,Influenza
There is fever chills and weakness for a while now,Influenza
Suffering from very high hot with body ache constant throughout the day,Influenza
muscle pain with fever ongoing for 2 days,Influenza
